#
#
# US Geological Survey
# retrieved: 2022-01-20 14:41:31 EST
# URL: https://nwis.waterdata.usgs.gov/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  district_cd     -- District code
#  state_cd        -- State code
#  county_cd       -- County code
#
#
# query started 2022-01-20 14:41:31 EST
#
# there are 30818 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	site_tp_cd	district_cd	state_cd	county_cd
USGS	0137454550	E BR CROTON RIVER AT US202 AT CROTON FALLS NY	ST	36	36	119
USGS	0137454553	EAST BRANCH CROTON RIVER ABOVE WEST BRANCH	ST	36	36	119
USGS	0137454950	UNNAMED TRIB-HORTONTOWN HILL RD NR KENT CLIFFS NY	ST	36	36	079
USGS	0137454960	UNAMED TRIB AT STATE RTE 301 NR KENT CLIFFS NY	ST	36	36	079
USGS	0137454970	W BR CROTON RIVER TRIB NO.3 NR SAGAMORE LAKE NY	ST	36	36	079
USGS	01374550	WEST BRANCH CROTON RIVER AT SAGAMORE LAKE DAM	ST	36	36	079
USGS	01374555	BLACK POND AT DAM NEAR KENT CLIFFS NY	ST	36	36	079
USGS	0137455805	BLACK BROOK AT MOUTH NEAR KENT CLIFFS NY	ST	36	36	079
USGS	01374559	WEST BRANCH CROTON RIVER AT RICHARDSVILLE NY	ST	36	36	079
USGS	01374560	WEST BRANCH CROTON RIVER ABOVE BOYD CORNERS RESERV	ST	36	36	079
USGS	01374563	LEETOWN BROOK AT DUTCHESS-PUTNAM LINE NY	ST	36	36	027
USGS	0137456805	LEETOWN BROOK AT MOUTH NEAR KENT CLIFFS NY	ST	36	36	079
USGS	01374572	BAILEY BROOK AT LAKE NINCHAM DAM NY	ST	36	36	079
USGS	0137457605	BAILEY BROOK AT MOUTH NEAR KENT CLIFFS NY	ST	36	36	079
USGS	01374581	W BR CROTON RIVER BELOW DAM NEAR KENT CLIFFS NY	ST	36	36	079
USGS	01374585	WEST BRANCH CROTON RIVER ABOVE WEST BRANCH RESERVO	ST	36	36	079
USGS	01374590	SOUTH LAKE AT DAM AT LUDINGTONVILLE NY	ST	36	36	079
USGS	01374596	GYPSY TRAIL CREEK NEAR CARMEL NY	ST	36	36	079
USGS	01374598	HORSE POUND BROOK NEAR LAKE CARMEL NY	ST	36	36	079
USGS	0137460005	HORSE POUND BROOK AT MOUTH AT CARMEL NY	ST	36	36	079
USGS	01374605	LAKE GLENEIDA AT DAM AT CARMEL NY	ST	36	36	079
USGS	0137462010	WEST BRANCH CROTON RIVER NEAR CARMEL NY	ST	36	36	079
USGS	0137462040	W BR CROTON RIVER TRIB NORTHEAST OF MAHOPAC NY	ST	36	36	079
USGS	01374621	WEST BRANCH CROTON RIVER ABOVE CROTON FALLS RES	ST	36	36	079
USGS	01374622	LAKE GILEAD AT DAM NEAR MAHOPAC NY	ST	36	36	079
USGS	01374625	LUDINGTON LAKE AT DAM NEAR PECKSVILLE NY	ST	36	36	027
USGS	0137462530	UNAMED TRIB @ STORMVILLE MT RD NR PECKSVILLE NY	ST	36	36	027
USGS	01374629	BALLARD LAKE AT DAM AT PECKSVILLE NY	ST	36	36	027
USGS	0137463005	BALLARD LAKE OUTLET AT MOUTH AT PECKSVILLE NY	ST	36	36	027
USGS	01374632	STUMP POND STREAM AT DUTCHESS-PUTNAM LINE NY	ST	36	36	027
USGS	01374634	STUMP POND STREAM ABOVE STUMP POND NY	ST	36	36	079
USGS	0137463580	LAKE DUTCHESS TRIB AT HOLMES RD NR PECKSVILLE NY	ST	36	36	027
USGS	01374636	LAKE DUTCHESS AT DAM AT PECKSVILLE NY	ST	36	36	027
USGS	0137463805	LAKE DUTCHESS OUTLET AT MOUTH NR PECKSVILLE NY	ST	36	36	079
USGS	01374640	STUMP POND AT DAM AT LUDINGTONVILLE NY	ST	36	36	079
USGS	01374645	LAKE CARMEL INLET AT KENT CORNERS NY	ST	36	36	079
USGS	0137464605	STUMP POND STREAM AT MOUTH AT KENT CORNERS NY	ST	36	36	079
USGS	0137464640	UNNAMED TRIB, SOUTH END OF L CARMEL NR CARMEL NY	ST	36	36	079
USGS	01374650	LAKE CARMEL AT DAM AT LAKE CARMEL NY	ST	36	36	079
USGS	01374652	MIDDLE BRANCH CROTON RIVER AT LAKE CARMEL NY	ST	36	36	079
USGS	01374654	MIDDLE BRANCH CROTON RIVER NEAR CARMEL NY	ST	36	36	079
USGS	01374656	MIDDLE BRANCH CROTON R ABOVE MIDDLE BR RES	ST	36	36	079
USGS	01374657	MIDDLE BRANCH RESERVOIR TRIBUTARY NEAR CARMEL NY	ST	36	36	079
USGS	01374660	MIDDLE BRANCH RESERVOIR AT DREWVILLE HTS NY	ST	36	36	079
USGS	01374665	PALMER LAKE (MICHAEL BR) AT DAM AT CARMEL NY	ST	36	36	079
USGS	01374670	MICHAEL BROOK AT CARMEL NY	ST	36	36	079
USGS	01374671	MICHAEL BROOK AT MAPLE ROAD AT CARMEL NY	ST	36	36	079
USGS	01374672	MICHAEL BROOK DS OF MAPLE ROAD NEAR CARMEL NY	ST	36	36	079
USGS	01374674	MICHAEL BROOK NEAR CARMEL NY	ST	36	36	079
USGS	0137467505	MICHAEL BROOK AT MOUTH NEAR CARMEL NY	ST	36	36	079
USGS	01374692	LAKE CASSE AT DAM AT MAHOPAC NY	ST	36	36	079
USGS	01374700	CROTON FALLS RESERVOIR AT CROTON FALLS NY	ST	36	36	079
USGS	01374701	WEST BRANCH CROTON RIVER NEAR CROTON FALLS NY	ST	36	36	079
USGS	01374705	WEST BRANCH CROTON RIVER AT CROTON FALLS NY	ST	36	36	119
USGS	0137470505	WEST BRANCH CROTON RIVER AT MOUTH AT CROTON FALLS	ST	36	36	119
USGS	0137470508	CROTON RIVER BELOW WEST BRANCH CROTON RIVER	ST	36	36	119
USGS	0137470990	TITICUS R TRIB WEST OF POUND ST AT RIDGEFIELD CT	ST	36	36	119
USGS	01374710	TITICUS RIVER AT TITICUS CT	ST	36	09	001
USGS	0137471005	INLET TO TITICUS POND AT RIDGEFIELD CT.	ST	36	09	001
USGS	01374720	TITICUS RIVER NR RIDGEFIELD, CT.	ST	09	09	001
USGS	0137472503	TITICUS RIVER ABOVELAKE NARANEKA OUTLET CT	ST	36	09	001
USGS	01374730	LAKE NARANEKA INLETNEAR RIDGEFIELD CT	ST	36	09	001
USGS	01374735	LAKE NARENEKA AT DAM NEAR RIDGEFIELD CT	ST	36	09	001
USGS	0137474005	LAKE NARENEKA OUTLET AT MOUTH NR RIDGEFIELD CT	ST	36	09	001
USGS	01374750	TITICUS R. BELOW LAKE NARAMEKA NR RIDGEFIELD,CT.	ST	09	09	001
USGS	01374755	MAMANASCO LAKE AT DAM NEAR RIDGEFIELD CT	ST	36	09	001
USGS	0137475705	MAMANASCO LAKE OUTLET AT MOUTH NR RIDGEFIELD CT	ST	36	09	001
USGS	01374760	MOPUS BROOK NEAR RIDGEFIELD CT	ST	36	09	001
USGS	01374765	MOPUS BROOK NORTHWEST OF RIDGEFIELD CT	ST	36	09	001
USGS	0137476505	MOPUS BROOK AT MOUTH NEAR RIDGEFIELD CT	ST	36	09	001
USGS	01374770	TITICUS RIVER NR NORTH SALEM, N.Y.	ST	25	36	119
USGS	01374775	NORTH SALEM TRIB TO TITICUS R @ NORTH SALEM NY	ST	36	36	079
USGS	01374780	TITICUS RIVER AT SALEM CENTER NY	ST	36	36	119
USGS	0137478005	TITICUS RIVER TRIB AT MOUTH AT SALEM CENTER NY	ST	36	36	119
USGS	01374781	TITICUS RIVER BELOW JUNE ROAD AT SALEM CENTER NY	ST	36	36	119
USGS	0137478203	TITICUS RIVER ABOVE CREEK BROOK AT SALEM CENTER NY	ST	36	36	119
USGS	01374783	CROOK BROOK NR GRANT CORNER NY	ST	36	36	119
USGS	01374785	CROOK BROOK TRIBUTARY AT GRANT CORNER NY	ST	36	36	119
USGS	01374787	CROOK BROOK AT POST ROAD NEAR NORTH SALEM NY	ST	36	36	119
USGS	01374788	CROOK BROOK AT SALEM CENTER NY	ST	36	36	119
USGS	01374789	MICHIGAN ROAD BROOK AT BOUTONVIL ROAD NEAR POUND R	ST	36	36	119
USGS	0137478905	CROOK BROOK AT MOUTH AT SALEM CENTER NY	ST	36	36	119
USGS	0137478916	NORTH TURKEY HILL BROOK AT MILLS ROAD AT SALEM CEN	ST	36	36	119
USGS	01374790	TITICUS RES TRIB NR CAT RDGE RD @ SALEM CENTER NY	ST	36	36	119
USGS	01374795	JUNE ROAD TRIBUTARY AT SALEM CENTER NY	ST	36	36	119
USGS	01374820	TITICUS RESERVOIR AT PURDYS STATION NY	ST	36	36	119
USGS	01374821	TITICUS RIVER AT PURDYS STATION NY	ST	36	36	119
USGS	0137482105	TITICUS RIVER AT MOUTH AT PURDYS STATION NY	ST	36	36	119
USGS	01374830	CROTON RIVER TRIBUTARY AT GOLDENS BRIDGE NY	ST	36	36	119
USGS	01374832	CROTON RIVER AT GOLDENS BRIDGE NY	ST	36	36	119
USGS	01374840	MUSCOOT RESERVOIR TRIBUTARY AT SOMERS NY	ST	36	36	119
USGS	01374845	GLENCOMA LAKE AT DAM NEAR LINCOLNDALE NY	ST	36	36	119
USGS	01374848	LAKE LINCOLNDALE TRIB ABOVE LAKE LINCOLNDALE NY	ST	36	36	079
USGS	01374849	LAKE LINCOLNDALE INLET AT LAKE LINCOLNDALE NY	ST	36	36	119
USGS	01374850	LAKE LINCOLNDALE AT DAM NEAR LINCOLNDALE NY	ST	36	36	119
USGS	01374853	PLUM BK TRIB @ E LOVELL ST @ LAKE LINCOLNDALE NY	ST	36	36	119
USGS	01374859	PLUM BROOK TRIBUTARY AT LINCOLNDALE NY	ST	36	36	119
USGS	01374860	PLUM BROOK AT LINCOLNDALE NY	ST	36	36	119
USGS	0137486105	PLUM BROOK AT MOUTH AT LINCOLNDALE NY	ST	36	36	119
USGS	01374862	MUSCOOT RESERVOIR TRIB NO.2 NR GOLDENS BRIDGE NY	ST	36	36	119
USGS	01374864	LAKE KATONAH AT DAM AT LAKE KATONAH NY	ST	36	36	119
USGS	0137486505	LAKE KATONAH OUTLET AT MOUTH AT GOLDENS BRIDGE NY	ST	36	36	119
USGS	01374867	LAKE KITCHAWAN AT DAM NEAR BOUTONVILLE NY	ST	36	36	119
USGS	0137486803	CROSS RIVER ABOVE WACCABUC RIVER AT BOUTONVILLE NY	ST	36	36	119
USGS	01374869	LAKE RIPPOWAN AT DAM NEAR SOUTH SALEM NY	ST	36	36	119
USGS	01374870	LAKE OSCALETA AT DAM NEAR SOUTH SALEM NY	ST	36	36	119
USGS	01374871	SOUTH TRIB TO LAKE WACCABUC NR SOUTH SALEM NY	ST	36	36	119
USGS	01374872	LAKE WACCABUC AT DAM NEAR SOUTH SALEM NY	ST	36	36	119
USGS	01374873	TRUESDALE LAKE AT DAM NEAR SOUTH SALEM NY	ST	36	36	119
USGS	0137487355	TRUESDALE LAKE OUTLET AT MOUTH NR SOUTH SALEMNY	ST	36	36	119
USGS	01374875	WACCABUC RIVER NEAR SOUTH SALEM NY	ST	36	36	119
USGS	01374880	WACCABUC RIVER AT BOUTONVILLE NY	ST	36	36	119
USGS	0137488003	CROSS RIVER BELOW WACCABUC RIVER AT BOUTONVILLE NY	ST	36	36	119
USGS	01374886	PELL HILL TRIB TO CROSS RIVER AT CROSS RIVER NY	ST	36	36	119
USGS	01374889	CROSS R TRIB AT BOUTONVILLE RD AT CROSS RIVER NY	ST	36	36	119
USGS	01374890	CROSS RIVER NEAR CROSS RIVER NY	ST	36	36	119
USGS	01374891	CROSS RIVER ABOVE RESERVOIR AT CROSS RIVER NY	ST	36	36	119
USGS	01374893	UNNAMED TRIB AT WILDCAT HOLLOW NR CROSS RIVER NY	ST	36	36	119
USGS	01374900	CROSS RIVER RESERVOIR NEAR KATONAH NY	ST	36	36	119
USGS	01374901	CROSS RIVER AT KATONAH NY	ST	36	36	119
USGS	0137490105	CROSS RIVER AT MOUTH NEAR KATONAH NY	ST	36	36	119
USGS	0137490403	STONE HILL RIVER ABOVE BLUE HERON LAKE OUTLET NY	ST	36	36	119
USGS	01374905	BLUE HERON LAKE AT DAM NEAR POUND RIDGE NY	ST	36	36	119
USGS	0137490520	UNNAMED TRIB N OF BLUE HERON L, POUND RIDGE NY	ST	36	36	119
USGS	0137490605	BLUE HERON LAKE OUTLET AT MOUTH NR POUND RIDGENY	ST	36	36	119
USGS	0137490608	STONE HILL RIVER BELOW BLUE HERON LAKE OUTLET NY	ST	36	36	119
USGS	01374908	STONE HILL RIVER AT BEDFORD NY	ST	36	36	119
USGS	01374911	STONE HILL RIVER AT BEDFORD CENTER, NY	ST	36	36	119
USGS	0137491106	DAVIDS BROOK WEST OF BEDFORD NY	ST	36	36	119
USGS	0137491112	DAVIDS BROOK, EAST TRIBUTARY, AT BEDFORD NY	ST	36	36	119
USGS	0137491115	DAVIDS BK, NORTH TRIB, NARROWS RD @ BEDFORD CTR NY	ST	36	36	119
USGS	0137491117	DAVIDS BROOK, NORTH TRIB, AT BEDFORD CENTER NY	ST	36	36	119
USGS	0137491120	DAVIDS BROOK AT BEDFORD CENTER NY	ST	36	36	119
USGS	0137491205	SHALLOW BROOK AT MOUTH NEAR BEDFORD NY	ST	36	36	119
USGS	0137491450	UNNAMED TRIB @ CRESCENT TERRACE, BEDFORD HILLS NY	ST	36	36	119
USGS	01374915	BROAD BROOK AT BEDFORD HILLS NY	ST	36	36	119
USGS	01374916	STONE HILL RIVER NEAR BEDFORD HILLS NY	ST	36	36	119
USGS	01374917	BROAD BROOK AT KATONAH NY	ST	36	36	119
USGS	01374918	STONE HILL RIVER SOUTH OF KATONAH NY	ST	36	36	119
USGS	01374919	STONE HILL RIVER AT KATONAH NY	ST	36	36	119
USGS	01374920	STONE HILL RIVER TRIBUTARY AT LAKE MARIE, NY	ST	36	36	119
USGS	0137492010	STONE HILL RIVER TRIBUTARY BELOW LAKE MARIE, NY	ST	36	36	119
USGS	01374921	STONE HILL RIVER TRIBUTARY AT BEDFORD HILLS NY	ST	36	36	119
USGS	0137492105	STONE HILL RIVER AT MOUTH AT KATONAH NY	ST	36	36	119
USGS	01374922	KIRK LAKE AT DAM AT MAHOPAC FALLS NY	ST	36	36	079
USGS	0137492203	MUSCOOT RIVER ABOVE LAKE MAHOPAC OUTLET NY	ST	36	36	079
USGS	01374924	LAKE MAHOPAC AT DAM AT MAHOPAC FALLS NY	ST	36	36	079
USGS	0137492405	LAKE MAHOPAC OUTLET AT MOUTH AT MAHOPAC FALLS NY	ST	36	36	079
USGS	0137492408	MUSCOOT RIVER BELOW LAKE MAHOPAC OUTLET NY	ST	36	36	079
USGS	0137492650	SECOR LAKE AT DAM AT WEST MAHOPAC NY	ST	36	36	079
USGS	01374927	SECOR BROOK AT WEST MAHOPAC NY	ST	36	36	079
USGS	0137492805	SECOR BROOK AT MOUTH NEAR WEST MAHOPAC NY	ST	36	36	119
USGS	01374930	MUSCOOT RIVER AT BALDWIN PLACE NY	ST	36	36	119
USGS	01374935	MUSCOOT RIVER ABOVE AMAWALK RESERVOIR AT SHENOROCK	ST	36	36	119
USGS	01374936	LK SHENOROCK INLET @ HILLANDALE LN, SHENOROCK NY	ST	36	36	119
USGS	01374937	LAKE SHENOROCK OUTLET AT SHENOROCK NY	ST	36	36	119
USGS	01374940	MUSCOOT RIVER (AMAWALK RES) AT DAM AT AMAWALKNY	ST	36	36	119
USGS	01374941	MUSCOOT RIVER BELOW DAM AT AMAWALK NY	ST	36	36	119
USGS	0137494160	UNNAMED TRIB AT FLANDERS DR, JEFFERSON VALLEY NY	ST	36	36	119
USGS	01374942	MUSCOOT RIVER AT AMAWALK NY	ST	36	36	119
USGS	0137494203	HALLOCKS MILL BROOK ABOVE SPARKLE LAKE OUTLET NY	ST	36	36	119
USGS	01374943	SPARKLE LAKE AT DAM NEAR AMAWALK NY	ST	36	36	119
USGS	0137494405	SPARKLE LAKE OUTLET AT MOUTH AT AMAWALK NY	ST	36	36	119
USGS	0137494408	HALLOCKS MILL BROOK BELOW SPARKLE LAKE OUTLET NY	ST	36	36	119
USGS	01374946	MOHANSIC LAKE AT DAM NEAR AMAWALKNY	ST	36	36	119
USGS	0137494610	UNNAMED TRIB AT CROMPOND RD @ YORKTOWN NY	ST	36	36	119
USGS	01374947	CROM POND AT DAM NEAR AMAWALK NY	ST	36	36	119
USGS	0137494720	UNAMED STREAM WEST OF YORKTOWN @ CROMPOUND RD	ST	36	36	119
USGS	01374948	CROM POND OUTLET AT YORKTOWN HEIGHTS NY	ST	36	36	119
USGS	0137494905	CROM POND OUTLET AT MOUTH AT AMAWALK NY	ST	36	36	119
USGS	01374960	HALLOCKS MILL BROOK AT YORKTOWN HEIGHTS NY	ST	36	36	119
USGS	01374963	HALLOCKS MILL BROOK AT AMAWALK NY	ST	36	36	119
USGS	01374965	HALLOCKS MILL BROOK BELOW AMAWALK NY	ST	36	36	119
USGS	01374970	MUSCOOT RIVER NEAR AMAWALK NY	ST	36	36	119
USGS	0137497010	MUSCOOT RIVER TRIBUTARY NEAR WHITEHALL CORNERS NY	ST	36	36	119
USGS	0137497025	MUSCOOT RIVER AT MOUTH AT WHITEHALL CORNERS	ST	36	36	119
USGS	01374971	ANGLE FLY BROOK AT LINCOLNDALE NY	ST	36	36	119
USGS	01374972	ANGLE FLY BROOK TRIBUTARY NO.2 AT LINCOLNDALE NY	ST	36	36	119
USGS	01374974	ANGLE FLY BROOK NEAR WHITEHALL CORNERS NY	ST	36	36	119
USGS	01374975	ANGLE FLY BROOK TRIB NO.3 AT WHITEHALL CORNERS NY	ST	36	36	119
USGS	01374976	ANGLE FLY BROOK AT WHITEHALL CORNERS NY	ST	36	36	119
USGS	0137497650	ANGLE FLY BROOK TRIB AT SITE 1 NEAR KATONAH NY	ST	36	36	119
USGS	0137497652	ANGLE FLY BK TRIB .5MI N OF WHITEHALL CORNERS NY	ST	36	36	119
USGS	0137497670	ANGLE FLY BROOK TRIB AT SITE 2 NEAR KATONAH NY	ST	36	36	119
USGS	0137497680	ANGLE FLY BROOK TRIB AT SITE 3 NEAR KATONAH NY	ST	36	36	119
USGS	0137497690	ANGLE FLY BROOK TRIB AT SITE 4 NEAR KATONAH NY	ST	36	36	119
USGS	01374977	ANGLE FLY BROOK TRIB AT SITE 5 NEAR KATONAH NY	ST	36	36	119
USGS	0137497715	ANGLE FLY BROOK AT MOUTH AT WHITE-HALL CORNERS NY	ST	36	36	119
USGS	01374980	CROTON RIVER AT MUSCOOT RESERVOIRDAM AT KATONAHNY	ST	36	36	119
USGS	01374982	KISCO RIVER AT SITE 1 NEAR MOUNT KISCO NY	ST	36	36	119
USGS	0137498210	KISCO RIVER AT SITE 2 NEAR MOUNT KISCO NY	ST	36	36	119
USGS	0137498230	KISCO RIVER TRIB AT SITE 3 NEAR MOUNT KISCO NY	ST	36	36	119
USGS	0137498240	KISCO RIVER AT HOWLANDS LAKE DAM NR MOUNT KISCO NY	ST	36	36	119
USGS	0137498250	KISCO RIVER AT SITE 4 NEAR MOUNT KISCO NY	ST	36	36	119
USGS	0137498260	KISCO RIVER AT SITE 5 AT MOUNT KISCO NY	ST	36	36	119
USGS	0137498290	KISCO R TRIB AT ROUTE 117 NR MOUNT KISCO NY	ST	36	36	119
USGS	01374983	KISKO RIVER AT LEXINGTON AVE AT MOUNT KISCO NY	ST	36	36	119
USGS	0137498340	KISCO R TRIB EAST OF CHAPPAQUA BK, NR MT KISCO NY	ST	36	36	119
USGS	01374984	KISCO RIVER SOUTH OF MOUNT KISCO, NY	ST	36	36	119
USGS	0137498405	CHAPPAQUA BROOK AT MOUTH AT MOUNT KISCO NY	ST	36	36	119
USGS	0137498420	BRANCH BROOK AT MOUNT KISCO, NY	ST	36	36	119
USGS	01374985	KISCO RIVER AT MOUNT KISCO NY	ST	36	36	119
USGS	01374986	KISCO R AT BRDG ON CROSS RIVER RD NR MT KISCO NY	ST	36	36	119
USGS	01374987	KISCO RIVER BELOW MOUNT KISCO NY	ST	36	36	119
USGS	0137498705	KISCO RIVER AT MOUTH NEAR MOUNT KISCO NY	ST	36	36	119
USGS	01374988	GEDNEY BROOK NEAR MOUNT KISCO NY	ST	36	36	119
USGS	0137498830	NEW CROTON RES TRIB-PINES BRG RD, CROTON HGTS NY	ST	36	36	119
USGS	0137498902	EAST TRIB TO CORNELL BROOK NEAR MILLWOOD NY	ST	36	36	119
USGS	0137498904	CORNELL BROOK NEAR MILLWOOD NY	ST	36	36	119
USGS	0137498905	CARNELL BROOK AT MOUTH NEAR MOUNT KISCO NY	ST	36	36	119
USGS	0137498960	LOCKE LEDGE TRIB NO. 5 NEAR SOMERS NY	ST	36	36	119
USGS	0137498980	LOCKE LEDGE TRIB TO CROTON RESERVOIR NR SOMERS NY	ST	36	36	119
USGS	01374990	CROTON R AT OLD CROTON DAM NR CROTON HEIGHTS NY	ST	36	36	119
USGS	01374991	HUNTER BROOK NORTH OF YORKTOWN, NY	ST	36	36	119
USGS	01374992	HUNTER BROOK NEAR YORKTOWN NY	ST	36	36	119
USGS	01374993	HUNTER BROOK BELOW MILL POND NEAR YORKTOWN NY	ST	36	36	119
USGS	0137499350	HUNTER BROOK SOUTH OF YORKTOWN NY	ST	36	36	119
USGS	0137499355	HUNTER BROOK AT MOUTH NEAR YORKTOWN NY	ST	36	36	119
USGS	0137499370	TWIN LAKES AT DAM NEAR CROTON-ON-HUDSON NY	ST	36	36	119
USGS	0137499375	TWIN LAKES OUTLET AT MOUTH NEAR CROTON-ON-HUDSON	ST	36	36	119
USGS	0137499405	BAILEY BROOK AT MOUTH NEAR CROTON-ON-HUDSON	ST	36	36	119
USGS	0137499455	PURDY BROOK AT MOUTH NEAR CROTON-ON-HUDSON	ST	36	36	119
USGS	01375000	CROTON R AT NEW CROTON DAM NR CROTON-ON-HUDSON NY	ST	36	36	119
USGS	01375497	GLENDALE LAKE AT DAM AT CROTON-ON-HUDSON NY	ST	36	36	119
USGS	01375499	BIRD BROOK NORTH-EAST OF CROTON-ON-HUDSON NY	ST	36	36	119
USGS	01375500	BIRD BROOK NEAR CROTON NY	ST	36	36	119
USGS	0137552105	INDIAN BROOK AT MOUTH AT CROTON-ON-HUDSON NY	ST	36	36	119
USGS	0137552205	CROTON RIVER AT MOUTH AT CROTON-ON-HUDSON NY	ST	36	36	119
USGS	01376050	GORY BROOK NEAR TARRYTOWN NY	ST	36	36	119
USGS	01376100	POCANTICO RIVER AT NORTH TARRYTOWN NY	ST	36	36	119
USGS	01376200	SHELDON BROOK NEAR TARRYTOWN NY	ST	36	36	119
USGS	0137626925	SPARKILL CREEK AT ORANGEBURG NY	ST	36	36	087
USGS	01376270	SPARKILL CREEK AT TAPPAN NY	ST	36	36	087
USGS	0137627198	SPARKILL CR ABOVE DIVERSION AT NORTHVALE NJ	ST	36	34	003
USGS	0137627210	Sparkill Creek at Livingston St at Northvale NJ	ST	34	34	003
USGS	0137627283	SPARKILL CR ABOVE SPARKILL BROOK AT TAPPAN NY	ST	36	36	087
USGS	01376273	Sparkill Brook at Piermont Road at Northvale NJ	ST	34	34	003
USGS	0137627350	Sparkill Brook tributary at Rockleigh NJ	ST	34	34	000
USGS	01376274	Sparkill Brook at Link Drive at Northvale NJ	ST	34	34	003
USGS	0137627495	SPARKILL BROOK AT MOUTH AT TAPPAN NY	ST	36	36	087
USGS	0137627498	SPARKILL CR BELOW SPARKILL BROOK AT TAPPAN NY	ST	36	36	087
USGS	01376275	SPARKILL CREEK AT TAPPAN STATION NY	ST	36	36	087
USGS	01376280	SPARKILL CREEK AT SPARKILL NY	ST	36	36	087
USGS	0137628105	SPARKILL CREEK AT MOUTH AT PIERMONT NY	ST	36	36	087
USGS	01376300	NORTH BROOK AT DOBBS FERRY NY	ST	36	36	119
USGS	01376307	HUDSON RIVER AT WATER GRANT STREET AT YONKERS NY	ST	36	36	119
USGS	01376308	SAW MILL R NORTHWEST OF CHAPPAQUA NY	ST	36	36	119
USGS	01376310	SAW MILL RIVER AT CHAPPAQUA NY	ST	36	36	119
USGS	01376313	TERCIA BROOK AT CHAPPAQUA NY	ST	36	36	119
USGS	01376320	SAW MILL RIVER AT PLEASANTVILLE NY	ST	36	36	119
USGS	01376330	SAW MILL RIVER AT THORNWOOD NY	ST	36	36	119
USGS	01376370	NANNY HAGEN BROOK AT THORNWOOD NY	ST	36	36	119
USGS	01376390	SAW MILL RIVER AT HAWTHORNE NY	ST	36	36	119
USGS	01376410	SAW MILL RIVER AT EASTVIEW NY	ST	36	36	119
USGS	01376415	SAW MILL RIVER NEAR ELMSFORD NY	ST	36	36	119
USGS	01376417	MINE BROOK AT ELMSFORD NY	ST	36	36	119
USGS	01376420	SAW MILL RIVER AT ELMSFORD NY	ST	36	36	119
USGS	01376430	RUM BROOK AT ELMSFORD NY	ST	36	36	119
USGS	01376440	SAW MILL RIVER AT WORTHINGTON NY	ST	36	36	119
USGS	01376443	SAW MILL RIVER AT WOODLANDS NY	ST	36	36	119
USGS	01376445	SAW MILL RIVER AT ARDSLEY NY	ST	36	36	119
USGS	01376450	SAW MILL RIVER AT MOUNT HOPE NY	ST	36	36	119
USGS	01376452	SAW MILL RIVER AT FARRAGUT AVE AT MOUNT HOPE NY	ST	36	36	119
USGS	01376460	SAW MILL RIVER AT GREY OAKS AT YONKERS NY	ST	36	36	119
USGS	01376470	SAW MILL RIVER AT OLD NEPPERHAN RD AT YONKERS NY	ST	36	36	119
USGS	01376475	SAW MILL RIVER AT WORTH ST AT YONKERS NY	ST	36	36	119
USGS	01376485	WE  45	ST	36	36	119
USGS	0137649480	SAWMILL RIVER ABOVE ROUTE 9A AT YONKERS NY	ST	36	36	119
USGS	01376495	SAW MILL R BELOW ASHBURTON AVE AT YONKERS NY	ST	36	36	119
USGS	01376500	SAW MILL RIVER AT YONKERS NY	ST	36	36	119
USGS	01376501	SAW MILL RIVER NEAR WALSH RD AT YONKERS NY	ST	36	36	119
USGS	01376503	SAW MILL RIVER AT ELM ST AT YONKERS NY	ST	36	36	119
USGS	0137650350	SAWMILL RIVER AT MOUTH AT YONKERS NY	ST	36	36	119
USGS	01376515	HUDSON RIVER AT PIER 84 AT NEW YORK NY	ST	36	36	061
USGS	01376520	HUDSON RIVER AT PIER 26 AT NEW YORK NY	ST	36	36	061
USGS	01376530	SHARROTS STREAM NEAR TOTTENVILLE, NY	ST	36	36	085
USGS	01376534	RICHMOND CREEK AT LIGHTHOUSE AVE AT RICHMOND NY	ST	36	36	085
USGS	01376535	RICHMOND CREEK AT RICHMOND NY	ST	36	36	085
USGS	01376540	SPRINGVILLE CREEK AT NEW SPRINGVILLE NY	ST	36	36	085
USGS	01376545	WILLOW BK @ COLLEGE-STATEN ISL., STATEN ISLAND NY	ST	36	36	085
USGS	01376550	PALMERS RUN AT PORT RICHMOND, NY	ST	36	36	085
USGS	01376558	LEMON CREEK AT AMBOY ROAD AT PLEASANT PLAINS NY	ST	36	36	085
USGS	01376560	LEMON CREEK AT PRINCES BAY, NY	ST	36	36	085
USGS	01376570	NEW CITY BROOK NEAR NEW CITY NY	ST	36	36	087
USGS	0137657105	NEW CITY BROOK AT MOUTH NEAR NEW CITY NY	ST	36	36	087
USGS	01376600	HACKENSACK R AT BROOKSIDE PK NY	ST	36	36	087
USGS	0137660205	TOMS BROOK AT MOUTH AT CONGERS NY	ST	36	36	087
USGS	01376690	EAST B HACKENSACK R NR CONGERS NY	ST	36	36	087
USGS	0137669105	EAST BRANCH HACKENSACK R AT MOUTH NR CONGERS	ST	36	36	087
USGS	01376705	HACKENSACK R BLW DE FOREST L DAM AT WEST NYACK NY	ST	36	36	087
